S000005691	S000000465	1	notSL
S000000511	S000005584	1	notSL
S000004751	S000002481	1	notSL
S000005853	S000004659	1	SL
S000005561	S000001171	1	SL
S000004659	S000003092	1	notSL
S000004908	S000002764	1	SL
S000003481	S000000465	1	notSL
S000001855	S000004811	1	SL
S000004312	S000001857	1	notSL
S000000629	S000003310	1	SL
S000000815	S000003062	1	SL
S000002379	S000002708	1	notSL
S000001054	S000004908	1	SL
S000004035	S000004200	1	SL
S000005334	S000000673	1	SL
S000004908	S000006162	1	SL
S000000900	S000005682	1	notSL
S000001617	S000002191	1	notSL
S000001295	S000002171	1	SL
S000005215	S000001895	1	notSL
S000003333	S000001855	1	SL
S000006190	S000004898	1	notSL
S000001352	S000005242	1	SL
S000001045	S000000673	1	notSL
S000006345	S000005559	1	notSL
S000006022	S000003481	1	notSL
S000004908	S000003168	1	SL
S000005876	S000005001	1	SL
S000004970	S000004231	1	notSL
S000005334	S000004798	1	SL
S000004659	S000003126	1	notSL
S000001295	S000005334	1	SL
S000003351	S000006345	1	SL
S000005691	S000001171	1	SL
S000005215	S000002701	1	notSL
S000005324	S000003269	1	notSL
S000003416	S000003126	1	notSL
S000005361	S000001270	1	SL
S000006011	S000004924	1	SL
S000006395	S000005246	1	SL
S000005691	S000000118	1	SL
S000000815	S000004593	1	SL
S000001054	S000004798	1	SL
S000005051	S000004895	1	notSL
S000000787	S000004559	1	SL
S000002742	S000004593	1	SL
S000003506	S000001632	1	SL
S000000818	S000000673	1	SL
S000005425	S000003631	1	SL
S000004465	S000004029	1	notSL
S000004908	S000006190	1	SL
S000003814	S000006190	1	SL
S000000181	S000001383	1	notSL
S000002264	S000004421	1	notSL
S000002615	S000002235	1	notSL
S000001296	S000001383	1	notSL
S000004380	S000002615	1	notSL
S000000556	S000000900	1	notSL
S000002701	S000003049	1	notSL
S000004376	S000005211	1	SL
S000001021	S000001629	1	notSL
S000003631	S000001632	1	notSL
S000005561	S000000326	1	notSL
S000005013	S000005414	1	notSL
S000000130	S000006273	1	SL
S000004376	S000001270	1	SL
S000003432	S000004421	1	notSL
S000004460	S000001609	1	notSL
S000002481	S000004467	1	SL
S000002591	S000001915	1	notSL
S000004929	S000004223	1	SL
S000007243	S000002191	1	notSL
S000005211	S000004809	1	notSL
S000000022	S000002295	1	SL
S000000201	S000005023	1	SL
S000003506	S000003925	1	SL
S000004221	S000001021	1	notSL
S000005853	S000005334	1	notSL
S000004929	S000005215	1	SL
S000004338	S000002915	1	notSL
S000001915	S000005051	1	SL
S000005051	S000000729	1	SL
S000001490	S000005001	1	notSL
S000004029	S000000118	1	SL
S000001547	S000005334	1	notSL
S000004069	S000004659	1	SL
S000000642	S000000181	1	notSL
S000004908	S000001631	1	SL
S000002645	S000005835	1	notSL
S000003648	S000001876	1	notSL
S000004029	S000004924	1	SL
S000004895	S000003310	1	notSL
S000004221	S000004809	1	notSL
S000002974	S000000922	1	notSL
S000005561	S000005097	1	SL
S000004460	S000005361	1	SL
S000005835	S000003268	1	notSL
S000002684	S000004898	1	notSL
S000006022	S000001417	1	notSL
S000000201	S000001383	1	notSL
S000005455	S000005777	1	notSL
S000005378	S000003092	1	notSL
S000004593	S000002684	1	notSL
S000001412	S000005632	1	notSL
S000004190	S000003631	1	SL
S000003432	S000003092	1	SL
S000002591	S000006161	1	notSL
S000001547	S000002801	1	notSL
S000000818	S000006078	1	SL
S000001715	S000000629	1	notSL
S000000130	S000003892	1	SL
S000005334	S000003461	1	SL
S000001045	S000000642	1	notSL
S000001338	S000002701	1	SL
S000003029	S000004334	1	SL
S000000022	S000003713	1	SL
S000005378	S000005215	1	SL
S000004376	S000001855	1	SL
S000001657	S000002379	1	notSL
S000002974	S000004807	1	notSL
S000005682	S000003310	1	SL
S000004380	S000004312	1	notSL
S000003432	S000001045	1	SL
S000001539	S000004593	1	SL
S000003469	S000004421	1	notSL
S000003879	S000003092	1	notSL
S000005363	S000003062	1	notSL
S000000335	S000004908	1	SL
S000003269	S000003115	1	notSL
S000004746	S000004035	1	SL
S000004108	S000000419	1	notSL
S000001417	S000004380	1	notSL
S000004219	S000003924	1	notSL
S000005632	S000003168	1	notSL
S000004908	S000001547	1	SL
S000004908	S000004906	1	SL
S000006261	S000004223	1	SL
S000004908	S000000307	1	SL
S000004035	S000005097	1	SL
S000003432	S000007243	1	notSL
S000001895	S000003814	1	notSL
S000004970	S000003432	1	notSL
S000004908	S000002684	1	SL
S000000022	S000004798	1	SL
S000002591	S000003432	1	notSL
S000004312	S000005842	1	notSL
S000001054	S000003029	1	notSL
S000004467	S000005853	1	SL
S000005405	S000002708	1	notSL
S000003029	S000005378	1	SL
S000002487	S000005334	1	SL
S000003049	S000002171	1	notSL
S000001631	S000002235	1	notSL
S000000022	S000004362	1	SL
S000004908	S000000729	1	SL
S000002481	S000004223	1	SL
S000004907	S000003506	1	SL
S000004376	S000005023	1	SL
S000004811	S000003268	1	notSL
S000001639	S000004910	1	notSL
S000000335	S000001171	1	SL
S000004855	S000004029	1	notSL
S000005378	S000004908	1	SL
S000000130	S000001171	1	SL
S000005023	S000005405	1	notSL
S000004069	S000000642	1	SL
S000003684	S000005080	1	SL
S000005361	S000005632	1	SL
S000003506	S000005080	1	SL
S000005080	S000001417	1	notSL
S000006261	S000003713	1	notSL
S000006078	S000005805	1	notSL
S000002701	S000004035	1	notSL
S000003469	S000000780	1	notSL
S000005043	S000001171	1	SL
S000001915	S000005242	1	SL
S000001045	S000004906	1	notSL
S000000661	S000004948	1	notSL
S000004376	S000001054	1	notSL
S000004908	S000005324	1	SL
S000001296	S000006434	1	notSL
S000002801	S000004069	1	notSL
S000004970	S000001171	1	SL
S000001765	S000004811	1	notSL
S000000818	S000003310	1	SL
S000006261	S000004035	1	notSL
S000001296	S000000729	1	SL
S000004751	S000003506	1	SL
S000004908	S000005405	1	SL
S000004571	S000000673	1	SL
S000000957	S000005691	1	notSL
S000004460	S000005838	1	SL
S000001688	S000005043	1	notSL
S000005835	S000000815	1	notSL
S000003506	S000006078	1	SL
S000001855	S000003631	1	SL
S000005584	S000000662	1	notSL
S000003351	S000004312	1	SL
S000003432	S000000629	1	SL
S000003506	S000005405	1	SL
S000004190	S000002684	1	SL
S000005043	S000001629	1	SL
S000004746	S000001296	1	notSL
S000000201	S000005561	1	SL
S000002487	S000002701	1	SL
S000004200	S000004231	1	notSL
S000003879	S000004929	1	SL
S000001915	S000004362	1	SL
S000002974	S000003713	1	notSL
S000005777	S000000876	1	notSL
S000001327	S000005455	1	notSL
S000007243	S000005097	1	notSL
S000003093	S000000181	1	notSL
S000001412	S000005334	1	notSL
S000002481	S000000629	1	SL
S000005425	S000004029	1	notSL
S000003892	S000001667	1	notSL
S000005215	S000005584	1	SL
S000005378	S000005401	1	notSL
S000004190	S000004811	1	SL
S000001935	S000000181	1	notSL
S000000022	S000005097	1	SL
S000004582	S000000629	1	notSL
S000005097	S000003925	1	notSL
S000001417	S000000511	1	notSL
S000000130	S000005455	1	notSL
S000004190	S000000661	1	SL
S000001054	S000004229	1	notSL
S000000181	S000004334	1	notSL
S000001338	S000005051	1	SL
S000000197	S000005425	1	notSL
S000002742	S000000661	1	SL
S000003834	S000000465	1	notSL
S000004206	S000001876	1	notSL
S000005242	S000005080	1	notSL
S000000022	S000006161	1	SL
S000005561	S000002379	1	SL
S000001895	S000002379	1	notSL
S000001855	S000003049	1	SL
S000003333	S000002930	1	SL
S000004908	S000004659	1	SL
S000005334	S000004811	1	SL
S000003775	S000001632	1	notSL
S000003814	S000000661	1	SL
S000001617	S000002742	1	SL
S000001268	S000005401	1	notSL
S000005853	S000004360	1	SL
S000004912	S000005401	1	notSL
S000001915	S000000361	1	notSL
S000000900	S000004811	1	notSL
S000004970	S000003631	1	SL
S000002742	S000003084	1	SL
S000003461	S000004465	1	notSL
S000004908	S000005559	1	SL
S000000367	S000003631	1	notSL
S000001617	S000003892	1	SL
S000001072	S000000159	1	notSL
S000004029	S000004659	1	SL
S000003506	S000001802	1	SL
S000001857	S000000661	1	SL
S000004231	S000004325	1	notSL
S000004465	S000004912	1	notSL
S000000815	S000001327	1	SL
S000006011	S000003892	1	notSL
S000001855	S000001171	1	SL
S000004460	S000003351	1	SL
S000001857	S000004811	1	SL
S000003684	S000005853	1	notSL
S000003631	S000000900	1	notSL
S000005842	S000003029	1	notSL
S000005777	S000004905	1	notSL
S000004908	S000003506	1	SL
S000003310	S000000556	1	notSL
S000001715	S000000101	1	notSL
S000000120	S000005414	1	notSL
S000005842	S000004811	1	notSL
S000000154	S000001458	1	notSL
S000004908	S000006345	1	SL
S000000120	S000000361	1	notSL
S000002915	S000002801	1	notSL
S000002487	S000000787	1	notSL
S000004908	S000006273	1	SL
S000004219	S000005097	1	SL
S000004929	S000004219	1	SL
S000002870	S000000361	1	notSL
S000004029	S000001802	1	SL
S000006395	S000000465	1	notSL
S000000818	S000002740	1	SL
S000003775	S000001802	1	notSL
S000003684	S000006434	1	SL
S000004360	S000003684	1	notSL
S000006434	S000002295	1	notSL
S000000130	S000004837	1	SL
S000005414	S000000181	1	notSL
S000005215	S000001072	1	SL
S000004206	S000004746	1	notSL
S000001270	S000003892	1	notSL
S000003269	S000006395	1	notSL
S000000335	S000002530	1	SL
S000004912	S000002645	1	notSL
S000005691	S000001547	1	notSL
S000002740	S000006345	1	SL
S000005361	S000002235	1	SL
S000000130	S000005584	1	SL
S000000120	S000000199	1	notSL
S000003351	S000006162	1	notSL
S000000022	S000004811	1	SL
S000000787	S000003814	1	SL
S000002777	S000005324	1	notSL
S000000201	S000004809	1	notSL
S000004219	S000005023	1	SL
S000004460	S000003827	1	SL
S000000729	S000000673	1	notSL
S000004421	S000001857	1	notSL
S000000367	S000002740	1	notSL
S000000465	S000004460	1	notSL
S000004334	S000003684	1	notSL
S000005378	S000003461	1	SL
S000001352	S000001072	1	SL
S000000130	S000004593	1	SL
S000005561	S000002295	1	notSL
S000001352	S000001855	1	SL
S000004908	S000002615	1	SL
S000002530	S000004948	1	notSL
S000003432	S000005215	1	SL
S000005853	S000006022	1	SL
S000003879	S000003506	1	SL
S000005805	S000000900	1	notSL
S000000465	S000003416	1	notSL
S000004338	S000001876	1	notSL
S000003713	S000004899	1	notSL
S000005378	S000002742	1	SL
S000003879	S000005334	1	SL
S000004035	S000003834	1	notSL
S000001054	S000003310	1	SL
S000000787	S000005584	1	SL
S000000197	S000000201	1	notSL
S000005414	S000005334	1	notSL
S000003416	S000004035	1	notSL
S000000787	S000004908	1	SL
S000002708	S000001338	1	notSL
S000001800	S000002915	1	notSL
S000003093	S000006022	1	notSL
S000000629	S000004229	1	SL
S000004908	S000002936	1	SL
S000001609	S000003310	1	notSL
S000005051	S000006162	1	SL
S000000661	S000000815	1	notSL
S000004929	S000003092	1	SL
S000001948	S000003924	1	notSL
S000004380	S000005805	1	notSL
S000002742	S000005162	1	notSL
S000001054	S000004811	1	SL
S000004908	S000002270	1	SL
S000001352	S000004362	1	SL
S000005215	S000004219	1	SL
S000005361	S000005001	1	SL
S000001667	S000001855	1	notSL
S000002684	S000002974	1	notSL
S000000120	S000004190	1	SL
S000004908	S000005242	1	SL
S000005378	S000003690	1	SL
S000004223	S000002989	1	notSL
S000003684	S000000818	1	SL
S000000787	S000001171	1	SL
S000004223	S000004231	1	notSL
S000001609	S000004035	1	notSL
S000005561	S000004312	1	SL
S000005215	S000002801	1	SL
S000000201	S000005001	1	SL
S000003029	S000003814	1	SL
S000004908	S000005023	1	SL
S000000662	S000006078	1	notSL
S000004908	S000002708	1	SL
S000001915	S000004906	1	notSL
S000006261	S000003126	1	notSL
S000005215	S000001915	1	SL
S000006078	S000000661	1	notSL
S000004746	S000003168	1	notSL
S000005952	S000000419	1	notSL
S000005584	S000006078	1	notSL
S000005559	S000000419	1	notSL
S000000307	S000000661	1	SL
S000004029	S000004219	1	SL
S000001072	S000004751	1	notSL
S000003834	S000001802	1	notSL
S000001593	S000004223	1	SL
S000004029	S000000199	1	SL
S000004190	S000001667	1	SL
S000002936	S000003631	1	notSL
S000004908	S000004362	1	SL
S000004296	S000003631	1	SL
S000001338	S000001895	1	SL
S000000815	S000006190	1	SL
S000003814	S000003925	1	SL
S000004908	S000005853	1	SL
S000004376	S000003834	1	SL
S000003029	S000002701	1	SL
S000000556	S000006395	1	notSL
S000004751	S000004223	1	SL
S000003092	S000005842	1	notSL
S000005324	S000006190	1	notSL
S000003072	S000003029	1	notSL
S000004360	S000004312	1	notSL
S000006011	S000004582	1	SL
S000003093	S000000673	1	notSL
S000000120	S000001895	1	SL
S000005051	S000005080	1	SL
S000005876	S000000307	1	notSL
S000000130	S000002191	1	SL
S000004029	S000001639	1	notSL
S000002915	S000001855	1	notSL
S000004908	S000005425	1	SL
S000005215	S000002530	1	SL
S000002826	S000003072	1	notSL
S000004376	S000004190	1	SL
S000002235	S000001855	1	notSL
S000003690	S000001072	1	notSL
S000004929	S000005559	1	notSL
S000004929	S000000465	1	notSL
S000004970	S000003506	1	SL
S000003740	S000003506	1	SL
S000004908	S000005259	1	SL
S000001593	S000003461	1	SL
S000003506	S000005246	1	SL
S000003310	S000000367	1	notSL
S000004907	S000000159	1	SL
S000002936	S000000809	1	notSL
S000005835	S000001633	1	notSL
S000003432	S000002379	1	SL
S000004069	S000003084	1	SL
S000002684	S000003310	1	SL
S000001855	S000003925	1	SL
S000006395	S000005455	1	SL
S000001539	S000003072	1	notSL
S000000629	S000002615	1	SL
S000004219	S000004895	1	notSL
S000004376	S000000818	1	SL
S000005876	S000001855	1	SL
S000005246	S000004929	1	notSL
S000005876	S000006190	1	SL
S000004908	S000006224	1	SL
S000000201	S000006261	1	SL
S000001338	S000005425	1	SL
S000005080	S000004929	1	notSL
S000004229	S000003648	1	notSL
S000005876	S000003814	1	SL
S000003333	S000006345	1	notSL
S000001629	S000003892	1	notSL
S000001915	S000004035	1	notSL
S000000022	S000002171	1	SL
S000000101	S000006086	1	notSL
S000001539	S000004223	1	SL
S000002530	S000003879	1	notSL
S000004751	S000002915	1	SL
S000005051	S000002171	1	SL
S000004908	S000005051	1	SL
S000000335	S000003827	1	SL
S000004908	S000000313	1	SL
S000002974	S000001045	1	notSL
S000004035	S000007243	1	SL
S000000818	S000003814	1	SL
